follower_id,followee_id
1771925961,7871239944
1771925961,1867736970
1771925961,7579562933
1771925961,5835994414
1771925961,7523469098
1771925961,7651019485
1771925961,1728044392
1771925961,5696420004
1771925961,2029906001
1771925961,5796731205
1771925961,1682454721
1393017020,1362745401
1393017020,5734149742
1393017020,1783475181
1393017020,1748852693
1393017020,1826726724
1393017020,7790513079
1393017020,3587960280
1393017020,5938043158
1393017020,5574737580
1393017020,1678843974
1393017020,2775729100
1393017020,6730450702
1393017020,5594559637
1393017020,7357771870
1393017020,1496521873
1393017020,2759101372
1393017020,1611864142
1393017020,1985698157
1393017020,7579562933
1393017020,2154904261
6387236244,2420074024
6387236244,3300358810
6387236244,5776145813
6387236244,7450041147
6387236244,7739131461
6387236244,7646393680
6387236244,3912522941
6387236244,2687827715
6387236244,2157329842
6387236244,1211710022
6387236244,1809054937
6387236244,2616380702
6387236244,1994578107
6387236244,1872011975
6387236244,1746899331
6387236244,1961886327
6387236244,3268730370
6387236244,5503575607
6387236244,2219969573
6387236244,2804630987
1044980795,5878659096
1044980795,7762107285
1044980795,2397417584
1044980795,5908064369
1044980795,1663983930
1044980795,7548639008
1044980795,7790513079
1044980795,1675423275
1044980795,7643056694
1044980795,1847582585
1044980795,7829578245
1044980795,1971874241
1044980795,1818507787
1044980795,7335870234
1044980795,2131919841
1044980795,2307953755
1044980795,5318584155
1044980795,1910062957
1044980795,2951619845
1044980795,2111587917
1044980795,2179479107
1839167003,2549511007
1839167003,5574737580
1839167003,1647850037
1839167003,1768198384
1839167003,7523469098
1839167003,7651019485
1839167003,5749860995
1839167003,5134019497
1839167003,5762467906
1839167003,3941354960
1839167003,3044746573
1839167003,5743923782
1839167003,2715025067
1839167003,3263330414
1839167003,5581785513
1839167003,3623353053
1839167003,1647687670
1839167003,3194920592
1839167003,6633850757
1839167003,5501611052
7918156285,6317134281
7918156285,5230132970
7918156285,7631992680
7918156285,7782486155
7918156285,1930723113
7918156285,7370913478
7918156285,5882733362
7918156285,5833343304
7918156285,6992976169
7918156285,7916025454
7918156285,2392010655
7918156285,6232023735
7918156285,2132548170
7918156285,1895859130
7918156285,1739046981
7918156285,2519070903
7918156285,7921810443
7918156285,5872484124
7918156285,1699432410
7918156285,7748269756
1669879400,1106068030
1669879400,1345665664
1669879400,2311022543
1669879400,7841387436
1669879400,6085931215
1669879400,7051114584
1669879400,2081681517
1669879400,1656312435
1669879400,1603281101
1669879400,2761630725
1669879400,3987559881
1669879400,1715351501
1669879400,1192329893
1669879400,1211710022
1669879400,1985698157
1669879400,5053469079
1669879400,1193250954
1669879400,3191732503
1669879400,5966599828
1669879400,5479678683
1819457014,1371701597
1819457014,2198935377
1819457014,5393135816
1819457014,1751963305
1819457014,1596923410
1819457014,1174692545
1819457014,1935374222
1819457014,6715569818
1819457014,7773433916
1819457014,6095000304
1819457014,1834800300
1819457014,2210650092
1819457014,1067470263
1819457014,1747780592
1819457014,7969651281
1819457014,5083838438
1819457014,1322461144
1819457014,5138726812
1819457014,1996948607
1819457014,5750600479
1819457014,2576278033
3791019734,5878659096
3791019734,6514565125
3791019734,2360878517
3791019734,2159765687
3791019734,7459724612
3791019734,8471867649
3791019734,3634148760
3791019734,3367424764
3791019734,5548001495
3791019734,2140301511
3791019734,2210426790
3791019734,1421019895
3791019734,6140417511
3791019734,7998798385
3791019734,2369134977
3791019734,3264790093
3791019734,1833496740
3791019734,5675889356
3791019734,5542936753
3791019734,1870283217
3791019734,5171482644
3791019734,1917188167
6567896402,5878659096
6567896402,2761630725
6567896402,1653556670
6567896402,2005342162
6567896402,1007506907
6567896402,7576049404
6567896402,2634154091
6567896402,2627428575
6567896402,1744070202
6567896402,5586100914
6567896402,6065255972
6567896402,2218081121
6567896402,1770074717
6567896402,1906114713
6567896402,2027847203
6567896402,7357419421
6567896402,3317823877
6567896402,2745890257
6567896402,6353221575
6567896402,7383601267
6146792230,5878659096
6146792230,7742275547
6146792230,5231389239
6146792230,1830325932
6146792230,5040955225
6146792230,7589014580
6146792230,6531886312
6146792230,7868822289
6146792230,2219969573
6146792230,1644806805
6146792230,1915843283
6146792230,1389486980
6146792230,3700233717
6146792230,1228486722
6146792230,2416794051
6146792230,1762331644
6146792230,2304610951
6146792230,7926152092
6146792230,5796662600
6146792230,1955105211
6146792230,1567052555
1846456085,5878659096
1846456085,1839167003
1846456085,2659356083
1846456085,7595829042
1846456085,5927750116
1846456085,7754982635
1846456085,7470196136
1846456085,6356014463
1846456085,7797267521
1846456085,5616549369
1846456085,5871795666
1846456085,3765946064
1846456085,5898310988
1846456085,7482738083
1846456085,1740936973
1846456085,5661888808
1846456085,5104880035
1846456085,7579562933
1846456085,3266943013
1846456085,2210168325
1846456085,6604869546
7570102808,5878659096
7570102808,7358046354
7570102808,2656829134
7570102808,5375169576
7570102808,6317718579
7570102808,5269486413
7570102808,2716983444
7570102808,1985375991
7570102808,7217705342
7570102808,6079241443
7570102808,5378018398
7570102808,3025775465
7570102808,7430733251
7570102808,5807398543
7570102808,6638050165
7570102808,7851115802
7570102808,7743585299
7570102808,2622537185
7570102808,5894170996
7570102808,6405869568
7570102808,7961551464
3099016097,5878659096
3099016097,1783497251
3099016097,1779489253
3099016097,1733546074
3099016097,7790513079
3099016097,1410812623
3099016097,5357651574
3099016097,3163152700
3099016097,6054510632
3099016097,2014680794
3099016097,1985698157
3099016097,7579562933
3099016097,1496883514
3099016097,5979495016
3099016097,2034715395
3099016097,1232751661
3099016097,7010131150
3099016097,1402744851
3099016097,1577680003
3099016097,2813165271
3099016097,1243284784
3951865584,7374504322
3951865584,6486140802
3951865584,7732908993
3951865584,7834293246
3951865584,7669036711
3951865584,1001462654
3951865584,6455351144
3951865584,6098107848
3951865584,2725657787
3951865584,7208889970
3951865584,7467343327
3951865584,1841488134
3951865584,6505810063
3951865584,5953741036
3951865584,3712498112
3951865584,5271016301
3951865584,1784400607
3951865584,5103040852
3951865584,2655309465
5772795860,1371701597
5772795860,1782615311
5772795860,5744696956
5772795860,6579479517
5772795860,6321554100
5772795860,1678922745
5772795860,7345842226
5772795860,7886271060
5772795860,2155159645
5772795860,1411857814
5772795860,7981946548
5772795860,6348877826
5772795860,1928273515
5772795860,6380934163
5772795860,2615417307
5772795860,5350473716
5772795860,3198326884
5772795860,1797246290
5772795860,5252523961
5772795860,7890257326
5772795860,1679353042
7497388593,1644519931
7497388593,3720202581
7497388593,2496389047
7497388593,5291032498
7497388593,1617112494
7497388593,1646051850
7497388593,2722396457
7497388593,6148221437
7497388593,6433939242
7497388593,2230056924
7497388593,2131593523
7497388593,1502087803
7497388593,1005570772
7497388593,9089206583
7497388593,6088921819
7497388593,1773437992
7497388593,2656829134
7497388593,5825150043
7497388593,7578877610
7497388593,5406019483
5668178181,6324851292
7566904850,8008189335
6884620304,8008189335
1116009647,8008189335
7679014804,8008189335
5270176798,8008189335
5712199917,8008189335
7506008659,8008189335
7424605446,8008189335
7328447578,8008189335
7745881164,8008189335
7814835460,8008189335
7836621465,8008189335
7866973008,8008189335
7786384457,8008189335
7465252753,8008189335
7871486163,8008189335
7817719629,8008189335
6816488934,8008189335
7938637369,8008189335
7987894694,8008189335
7789806985,7824280925
6360736235,7824280925
6363153962,7824280925
7932987000,7824280925
7928618502,7824280925
7921749081,7824280925
2671109275,7824280925
2671109275,9123282445
2671109275,8239455792
6360736235,5000312857
6363153962,5000312857
2312021411,5000312857
6600327207,5000312857
8209470390,5000312857
7722854119,5000312857
7896545398,5000312857
7610612526,5000312857
7622486432,5000312857
7928618502,5000312857
7965291164,5000312857
4019490117,5000312857
6350182041,5000312857
7644293576,5000312857
7921056161,5000312857
7368861520,5000312857
5141423374,5000312857
7847175334,5000312857
7824280925,5000312857
6056384781,5000312857
7755421780,6620391789
2671109275,6620391789
2671109275,7034791597
2179239113,1771590055
3616574244,1771590055
3564285647,1771590055
3944839508,1771590055
3167066150,1771590055
2117481384,1771590055
3377866964,1771590055
2871030645,1771590055
2103930890,1771590055
2047738155,1771590055
1991690975,1771590055
1240507094,1771590055
1873484675,1771590055
5277537198,1771590055
3113574191,1771590055
5076825207,1771590055
6536695589,1771590055
3655616255,1771590055
3523650807,1771590055
3602966467,1771590055
2671109275,6538150539
2671109275,8216292289
7386750004,2620968451
5113928170,2620968451
6344536558,2620968451
6169770217,2620968451
6694581991,2620968451
6338393980,2620968451
5200702815,2620968451
5223234367,2620968451
6533170455,2620968451
2644386200,2620968451
6649007129,2620968451
6504552010,2620968451
5857377816,2620968451
6556503867,2620968451
6002572526,2620968451
6363367542,2620968451
7593597400,9069348238
6244254023,9069348238
6858543368,9069348238
7718457324,9069348238
7559641047,9069348238
7748072899,9069348238
7801825364,9069348238
7734279209,9069348238
7874616534,9069348238
5782446960,9069348238
7846535538,9069348238
7949764136,9069348238
2208550430,9069348238
7804068398,9069348238
7776421775,9069348238
7802198236,9069348238
6976882544,9069348238
6032814335,9069348238
6738146414,9069348238
7979500495,9069348238
7360683285,7791442360
6056685500,2797031425
6225273924,2797031425
2881441562,2797031425
5323673366,2797031425
6431913953,2797031425
3885063907,2797031425
6493838072,2797031425
2022979783,2797031425
5283420129,2797031425
3294447424,2797031425
5027702878,2797031425
5745288607,2797031425
5511803170,2797031425
5867984502,2797031425
3957163338,2797031425
5357712258,2797031425
5695471153,2797031425
1823045432,2797031425
3774654214,2797031425
5347669381,2797031425
7076893749,5289574481
7007095317,5289574481
6045359240,5289574481
2122143671,5289574481
6827724035,5289574481
2745431797,5289574481
2963573757,5289574481
5021644721,5289574481
2175873471,5289574481
6265029317,5289574481
5159776082,3676352774
7828712434,3676352774
2009069951,3676352774
8000185177,3676352774
7422549306,3676352774
7313905719,3676352774
7969969010,3676352774
5666029668,3676352774
2114037755,3676352774
1761495985,3676352774
5905286170,3676352774
4045135233,3676352774
5469884761,3676352774
3367963020,3676352774
5508655719,3676352774
7893819613,3676352774
8007036223,3676352774
1615867573,3676352774
7559056564,3676352774
6459717580,3676352774
4023921440,9048328300
2671109275,9048328300
2174209465,6016483984
7779290566,6016483984
2471609410,6016483984
2505086990,6016483984
5447648555,6016483984
1778628903,6016483984
2232096980,6016483984
5509563079,6016483984
5560113079,6016483984
3978622058,6016483984
7275333297,6016483984
5879924186,6016483984
7331575048,6016483984
6233168910,6016483984
7328340400,6016483984
6245585889,6016483984
7329899347,6016483984
3957429220,6016483984
7316421789,6016483984
5359543846,6016483984
2671109275,8358628751
5861194398,5746523120
1583988870,5746523120
3043584002,5746523120
3045308602,5746523120
3044844974,5746523120
3043503572,5746523120
3045191872,5746523120
1582756093,5746523120
3044822082,5746523120
1584070692,5746523120
1588357825,5746523120
1722355500,5746523120
3044264750,5746523120
1778164834,5746523120
3045292504,5746523120
3044361514,5746523120
2805382440,5746523120
3517058810,5746523120
5677956626,5746523120
2671109275,5746523120
7550930879,7849121252
2671109275,7849121252
6963433017,2270569860
6505409977,2270569860
7835301358,2270569860
3120147624,2270569860
6594476619,2270569860
6213313312,2270569860
2281181292,2270569860
1935546223,2270569860
2972591750,2270569860
2062743725,2270569860
5091536477,2270569860
7494752108,2270569860
7900702388,2270569860
7554046348,2270569860
7982619219,2270569860
7316305147,2270569860
1770213014,2270569860
7709334791,2270569860
2852369525,2270569860
2443058041,2270569860
3274411223,7519440970
5360363729,7519440970
7563542308,7519440970
9110799441,7519440970
5623603611,7519440970
9045372775,7519440970
7544386195,7519440970
7675083026,7519440970
6331527768,7519440970
8386455164,7519440970
2598034911,7519440970
7683035580,7519440970
1786782284,7519440970
7497388593,7519440970
7524450391,7519440970
7501601425,7519440970
6056966963,7519440970
7582328598,7519440970
8008189335,7519440970
8000733578,7519440970
6033141687,7035125107
2671109275,7035125107
7068331187,7035125107
8281854521,1843313055
8264426155,1843313055
3499016880,1843313055
2923527262,1843313055
8015136334,7722854119
7390499598,7722854119
8002898489,7722854119
7925951948,7722854119
7809388433,7722854119
7925654612,7722854119
8000847412,7722854119
7894005080,7722854119
7622486432,7722854119
8000441602,7722854119
6623716262,7722854119
7368861520,7722854119
6229372800,7722854119
5452816328,7722854119
6649840138,7722854119
7979604669,7722854119
3277673654,7722854119
5150909974,7722854119
5558639405,7722854119
7973867076,7722854119
8214706214,7535520087
8359127627,7535520087
9032811123,7535520087
4012729778,7535520087
4039400650,7535520087
8381336326,7535520087
8425503257,7535520087
8446660271,7535520087
9078121085,7535520087
8222950905,7535520087
8455852060,7535520087
9042464241,7535520087
4029800439,7535520087
4075458415,7535520087
8269847594,7535520087
9160009288,7535520087
8314293438,7535520087
8393012536,7535520087
9142075355,7535520087
9166076976,7535520087
5214047849,3992466710
6581553082,3992466710
6369586309,3992466710
7983542282,1947748827
5327191366,1947748827
5525586286,1947748827
6207689244,1947748827
2338976390,1947748827
6859244957,1947748827
7015285080,1947748827
2120686450,1947748827
5913726859,7362377302
2671109275,7362377302
3273410113,3710449420
7360955973,3710449420
5196643314,3710449420
5836945943,3710449420
5248122736,3710449420
6013626566,3710449420
1027733071,3710449420
6996039713,3710449420
5642821339,3710449420
2805265480,3710449420
2919814004,3710449420
3043942620,3710449420
5668455247,3710449420
5942793716,3710449420
3848430424,3710449420
5163893783,3710449420
5213286118,3710449420
5269998453,3710449420
5213759385,3710449420
5843855929,3710449420
2437502365,7762897229
2671109275,7762897229
6356846341,7995634219
8282882751,7995634219
5860082716,7995634219
3215380940,7995634219
6889311280,7995634219
6500641784,7995634219
7746645737,7995634219
2671109275,7995634219
2598523295,7995634219
8013442832,7796358654
8304809243,7796358654
7746228748,7796358654
5736490761,7796358654
7746770558,7796358654
7992965569,7796358654
8204686185,7796358654
9005837220,7796358654
7899853971,7796358654
7721285882,7796358654
7493093665,7796358654
7825078209,7796358654
6885295476,7796358654
7492269736,7796358654
7558446173,7796358654
7897947899,7796358654
7895111458,7796358654
9139442412,7796358654
7007722511,7796358654
8248843328,7796358654
3045171602,2772418975
6081552936,2772418975
3045352592,2772418975
3045217710,2772418975
2804458242,2772418975
3045428380,2772418975
3044001004,2772418975
5968502103,2772418975
3044552600,2772418975
1560970122,2772418975
2920177100,2772418975
5305118063,2772418975
5245194673,2772418975
5136897602,2772418975
3927908097,2772418975
5046949021,2772418975
3722019025,2772418975
3909819155,2772418975
3735259807,2772418975
3164082833,2772418975
6056966963,7570102808
3209630560,7570102808
3798266402,7570102808
7563542308,7570102808
7544386195,7570102808
7524450391,7570102808
7675083026,7570102808
7497388593,7570102808
7883114179,7570102808
1232175110,7570102808
8008189335,7570102808
5621931467,7570102808
2141127615,7570102808
2656396120,7570102808
7984662777,7570102808
2671109275,5621250999
6146792230,5621250999
6254175207,5621250999
9028665124,2795356880
3045280452,2795356880
5923454096,2795356880
3294599237,2795356880
2209698082,2795356880
5096880006,5655944588
2126008823,5655944588
6208293526,5655944588
5675176477,5655944588
5338763298,5655944588
1583233121,5655944588
3863323451,5655944588
5516379034,5655944588
3996046316,5655944588
6007481093,5655944588
5227132669,5655944588
5588440610,5655944588
5099731248,5655944588
2829846240,5655944588
1048207472,5655944588
3921609468,5655944588
5335978725,5655944588
5882069104,5655944588
2906085435,5655944588
5774332077,5655944588
5547118207,2302655103
8391149547,2302655103
6125985736,2302655103
6599733177,2302655103
3869387085,2302655103
5976114290,2302655103
6366306428,2302655103
7581809483,2302655103
7895067966,2302655103
7115650281,2302655103
7514222363,2302655103
7420224296,2302655103
7593986520,2302655103
7312785239,2302655103
6322226105,2302655103
5836848352,7229078841
6488464390,7229078841
2306057993,7229078841
1748705063,7229078841
1694517913,7229078841
3174569954,7229078841
1341469094,7229078841
5904623940,7229078841
5817448397,7229078841
5326957860,7229078841
6454992816,7229078841
5845782188,7229078841
5800210817,7229078841
6746933652,7229078841
6015877530,7229078841
5820322405,7229078841
1583163002,7229078841
1504220244,7229078841
5853575772,7229078841
5722977471,7229078841
7790884764,7949983945
2671109275,7949983945
7328813700,7810100783
7914866711,7810100783
8007360048,7810100783
7583371170,7810100783
7722854119,7810100783
5357768528,7810100783
5800343028,7810100783
7708542724,7810100783
6119545848,7810100783
7875513662,7810100783
5606932285,7810100783
7915152329,7810100783
8419080324,7810100783
4001240413,7810100783
7806631799,7810100783
5214030408,7810100783
7891605599,7810100783
6594596384,7810100783
8366466697,7810100783
7981886159,7810100783
6365229251,7883114179
2671109275,7883114179
3289354855,2032717117
7979403998,2032717117
7705012945,2032717117
1811374634,2032717117
5588809290,2032717117
7850720227,2032717117
5915746784,2032717117
1858948342,2032717117
8016692168,2032717117
9023469799,2032717117
5468871039,2032717117
7919606778,2032717117
5444679305,2032717117
7550584038,2032717117
7793260514,2032717117
7362488295,2032717117
6513091308,2032717117
7858504946,2032717117
5492450219,2032717117
6243760685,2032717117
8449487612,6984747691
8381568775,6984747691
7785499544,6984747691
5604784813,6984747691
7563648645,6984747691
6253778621,6984747691
3700938393,6984747691
2806145323,6984747691
7992680329,6984747691
7645495800,6984747691
1445204970,6984747691
5324786827,6984747691
3054747477,6984747691
7980014351,6984747691
7973264469,6984747691
7958127876,6984747691
2298420422,1804019791
4001210185,1804019791
5596362257,1804019791
5816779396,1804019791
5049065981,1804019791
7508128778,1804019791
2455413691,1804019791
3218858273,1804019791
6346597338,1804019791
8286250004,7495767530
7864063089,7495767530
7894005080,7495767530
7755848395,7495767530
7274348797,7495767530
6629970914,7495767530
7989367424,7495767530
3625973612,7495767530
8000441602,7495767530
6363153962,7495767530
7816600138,7495767530
3261798602,7495767530
6530751344,7495767530
7737010262,7495767530
7502949475,7495767530
7810100783,7495767530
7939313704,7495767530
7940914129,7495767530
7196532742,7495767530
7997022958,7495767530
6862411799,6216947621
2439010795,6216947621
7919167368,6216947621
2494771687,6216947621
6991874091,6216947621
5494621534,6216947621
1819879684,6216947621
7767749234,6216947621
6187285426,6216947621
3934600537,6216947621
7341092948,6216947621
3245189062,6216947621
1438082211,6216947621
1747366652,6216947621
1598980300,6216947621
5938797987,6216947621
2769611351,6216947621
5033079275,6216947621
7211668483,6216947621
6223402273,6216947621
2671109275,6571524696
2818129865,9076358317
2671109275,9076358317
4029495263,5359939383
1426609057,5359939383
4019628080,5359939383
5138692115,3262937807
5214348925,3262937807
6578082184,3262937807
2671109275,3262937807
6637691711,3262937807
6488608299,3262937807
2259923873,1159863594
5533412745,1159863594
3153057487,1159863594
7961553993,1159863594
8233773332,1159863594
9183449478,1159863594
8015116770,1159863594
8017906827,1159863594
8303123600,1159863594
7989304250,1159863594
7988883999,1159863594
7933533857,1159863594
7996560212,1159863594
7994453598,1159863594
8412339413,1159863594
7994538508,1159863594
4027830440,1159863594
3539729415,1765016543
6467505040,1765016543
5342362316,1765016543
7786847440,1765016543
3214719803,1765016543
2729502243,1765016543
2061458975,1765016543
7871263420,8003029069
8002520343,8003029069
8002591059,8003029069
8002366256,8003029069
8004928851,8003029069
8002463053,8003029069
8002729886,8003029069
8002591078,8003029069
8002592033,8003029069
8002592663,8003029069
6313519609,8003029069
2671109275,8003029069
1603729282,7891459244
4041162439,7891459244
8001547938,7660363170
9067751525,7660363170
2671109275,7660363170
3852427486,5863529774
5819598656,5863529774
1782980125,5863529774
2465663290,5863529774
2426226152,5863529774
2116191392,5863529774
2671109275,5863529774
6236257440,7437389034
6104784619,7437389034
3927877637,7437389034
6117674834,7437389034
6214545505,7437389034
6096380120,7437389034
6226661299,7437389034
6219521358,7437389034
6128433612,7437389034
2671109275,7437389034
7067256231,7437389034
6095210829,7437389034
7979524409,3209630560
1219556241,3209630560
7999397874,3209630560
7570102808,3209630560
5604257226,3209630560
5278305373,3209630560
7886382158,3209630560
9075888375,3209630560
7990372808,3209630560
8219884580,3209630560
6892973555,3209630560
7337749185,3209630560
2346853405,3209630560
7168624179,3209630560
8420980795,3209630560
1265526297,3209630560
5380932620,3209630560
5761424303,3209630560
7965586540,3209630560
8386455164,3209630560
6491902256,6571427500
5995068605,6571427500
6023730690,6571427500
5861905025,6571427500
6290761945,6571427500
2701567533,6571427500
5766263666,6571427500
1628451213,6571427500
2337220781,6571427500
6349196568,6571427500
6339797251,6571427500
6015270554,6571427500
6435929865,6571427500
6076989399,6571427500
6596662847,6571427500
6504768570,6571427500
6641259310,6571427500
3716701407,6571427500
5991157004,6571427500
5479963021,6571427500
3044657890,6133552850
2671109275,6133552850
2697153507,7984662777
7909439628,7984662777
5975984253,7984662777
7596476964,7984662777
7506793884,7984662777
7280366674,7984662777
5455735793,7984662777
6628235460,7984662777
7480771144,7984662777
7031139580,7984662777
6682107033,7984662777
6337740198,7984662777
7983624261,7984662777
2288141085,7984662777
2144289170,7984662777
7911918110,7984662777
3357247600,7984662777
2166995907,7984662777
7781354696,7984662777
5241941591,7984662777
1721163994,8008979054
6450331957,8008979054
6835391924,8008979054
2779394994,8008979054
2617944863,8008979054
6598410174,8008979054
3616362837,8008979054
5863015179,8008979054
7911042329,8008979054
6213266193,8008979054
6055299039,8008979054
8004484971,8008979054
8004418372,8008979054
8002595709,8008979054
8004285089,8008979054
7244084629,5058431081
5252150144,5058431081
6482501828,5058431081
7814472170,5058431081
6038216444,5058431081
7741100100,5058431081
3932965586,5058431081
6054138668,5058431081
2358228533,5058431081
7438459485,5058431081
5710999321,5058431081
7911272014,5058431081
6604953428,5058431081
1035111900,5058431081
6889686663,5058431081
3265036095,5058431081
5583767568,5058431081
6186724903,5058431081
7812933006,5058431081
6020673641,5058431081
3716357274,7555630043
6463931746,7555630043
7872979371,7555630043
7949364095,7555630043
2645013664,7555630043
6573537392,7555630043
6166292818,7555630043
7548850843,7555630043
6374927687,7555630043
7501524967,7555630043
6468971885,7555630043
1817225245,7555630043
7876605954,7555630043
7945723033,7555630043
7806241360,7555630043
5760114344,7555630043
3285543572,7555630043
5446746628,7555630043
7993948632,7555630043
5980217835,7555630043
4097316059,2671109275
8216534322,2671109275
8256206136,2671109275
7985285779,2671109275
7463853473,2671109275
5968949912,2671109275
8013368776,2671109275
7946394786,2671109275
6171596548,2671109275
7424518123,2671109275
7794113158,2671109275
7454402946,2671109275
5666594495,2671109275
7785250362,2671109275
7971394840,2671109275
8330748848,2671109275
7768211833,2671109275
8282356329,2671109275
7802848363,2671109275
8017621554,2671109275
7570102808,7497388593
6056966963,7497388593
7584220240,7497388593
5159016826,7497388593
1322924350,7497388593
7706097614,7497388593
6034415511,7497388593
5360363729,7497388593
7563542308,7497388593
9110799441,7497388593
5623603611,7497388593
9045372775,7497388593
7544386195,7497388593
5447708377,7497388593
7675083026,7497388593
7514655796,7497388593
7541889014,7497388593
7524450391,7497388593
7504753068,7497388593
7519440970,7497388593
6057892717,1724500997
1322924350,7541889014
7563542308,7541889014
5360363729,7541889014
7561082970,7541889014
9110799441,7541889014
5623603611,7541889014
9045372775,7541889014
7544386195,7541889014
7675083026,7541889014
7526973790,7541889014
5596362257,7541889014
2995727323,7541889014
7497388593,7541889014
7501601425,7541889014
5731524721,7541889014
6323158364,7541889014
9192700589,7541889014
3879782112,7541889014
7524450391,7541889014
1286340611,7541889014
3044870200,1736552922
3044761442,1736552922
1582983080,1736552922
1728002772,1736552922
1583564471,1736552922
1521136347,1736552922
3045174992,1736552922
3045271402,1736552922
3045382934,1736552922
3045395580,1736552922
3043804874,1736552922
3045042190,1736552922
3044329722,1736552922
3044919934,1736552922
3043460760,1736552922
3044073024,1736552922
3044898742,1736552922
2919659140,1736552922
3045446482,1736552922
3045313080,1736552922
6290749602,3209099743
5746377101,3209099743
5497713126,3209099743
5485896458,3209099743
5261211631,3209099743
5384538062,3209099743
5369183994,3209099743
6012195431,3209099743
3339248192,3209099743
3103541700,3209099743
1745680371,3209099743
6383190441,3209099743
5271878092,3209099743
5704850347,3209099743
5524152261,3209099743
6188246814,3209099743
6350882256,3209099743
6514409058,3209099743
7566405557,3209099743
6215333393,3209099743
2687211487,1736560407
1257575935,1736560407
6422701576,1736560407
5233617416,1736560407
1682306665,1736560407
5945766670,1736560407
6156709616,1736560407
5853665580,1736560407
3087386390,1736560407
5537565383,1736560407
5876745588,1736560407
5517814935,1736560407
6320528870,3975294426
6726579725,3975294426
5647725100,3975294426
5957820349,3975294426
5481612847,3975294426
6055669810,3975294426
6490384792,3975294426
6587891801,3975294426
6812517968,3975294426
6572348921,3975294426
6505561655,3975294426
3414716692,3975294426
6266915875,3975294426
6152656933,3975294426
6448570011,3975294426
5809355841,3975294426
